Institution ID,Institution Name,Total Student Count,LRE Students >80%,LRE Students >80% Target,LRE Students <40%,LRE Students <40% Target,LRE Students Separate Settings,LRE Students Separate Settings Target,Elementary School Participation ELA,Elementary School Participation ELA Target,Middle School Participation ELA,Middle School Participation ELA Target,High School Participation ELA,High School Participation ELA Target,Elementary School Meet/Exceed ELA,Elementary School Meet/Exceed ELA Target,Middle School Meet/Exceed ELA,Middle School Meet/Exceed ELA Target,High School Meet/Exceed ELA,High School Meet/Exceed ELA Target,Elementary School Participation Math,Elementary School Participation Math Target,Middle School Participation Math,Middle School Participation Math Target,High School Participation Math,High School Participation Math Target,Elementary School Meet/Exceed Math,Elementary School Meet/Exceed Math Target,Middle School Meet/Exceed Math,Middle School Meet/Exceed Math Target,High School Meet/Exceed Math,High School Meet/Exceed Math Target,Special Education Eligibility,Special Education Eligibility Target,Parent Involvement,Parent Involvement Target,Secondary Transition,Secondary Transition Target,Alternate Assessment Elementary ELA,Alternate Assessment Elementary ELA Target,Alternate Assessment Middle ELA,Alternate Assessment Middle ELA Target,Alternate Assessment High ELA,Alternate Assessment High School ELA Target,Alternate Assessment Elementary Math,Alternate Assessment Elementary Math Target,Alternate Assessment Middle Math,Alternate Assessment Middle Math Target,Alternate Assessment High Math,Alternate Assessment High School Math Target,Gap In Proficiency Elementary ELA,Gap In Proficiency Elementary ELA Target,Gap In Proficiency Middle ELA,Gap In Proficiency Middle ELA Target,Gap In Proficiency High School ELA,Gap In Proficiency High School ELA Target,Gap In Proficiency Elementary Math,Gap In Proficiency Elementary Math Target,Gap In Proficiency Middle Math,Gap In Proficiency Middle Math Target,Gap In Proficiency High School Math,Gap In Proficiency High School Math Target,SuspExplFg,SuspExplFg Target (% of Districts),SuspExplRaceEthnicityFg,SuspExplRaceEthnicityFg Target (% of Districts),DisPrptnRprsntnFg,DisPrptnRprsntnFg Target (% of Districts),DisPrptnRprsntnDsbltyFg,DisPrptnRprsntnDsbltyFg Target (% of Districts),IEP 4Yr Cohort Grad 18-19,IEP 4Yr Cohort Grad 18-19 Target,IEP Dropout 18-19,IEP Dropout 18-19 Target,Higher Ed,Higher Ed Target,Higher Ed/Employed,Higher Ed/Employed Target,Higher Ed/Training/Employed,Higher Ed/Training/Employed Target
2016,Pine Creek SD 5,*,*,76.00% or more,*,9.00% or less,*,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1897,Pine Eagle SD 61,35,85.71%,76.00% or more,14.29%,9.00% or less,0.00%,1.70% or less,*,95.00%,>95%,95.00%,*,95.00%,*,26.86%,16.67%,15.52%,*,26.12%,*,95.00%,>95%,95.00%,*,95.00%,*,19.71%,<5%,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,14.58%,27.88%,*,28.54%,*,18.18%,12.50%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2047,Pinehurst SD 94,*,*,76.00% or more,*,9.00% or less,*,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2081,Pleasant Hill SD 1,139,79.86%,76.00% or more,9.35%,9.00% or less,2.88%,1.70% or less,78.57%,95.00%,33.33%,95.00%,45.45%,95.00%,<5%,26.86%,*,15.52%,*,26.12%,78.57%,95.00%,33.33%,95.00%,27.27%,95.00%,9.09%,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,77.78%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,21.05%,23.72%,*,27.88%,*,28.54%,8.15%,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,>95,80.00%,0.00%,12.52%,33.33%,32.00% or more,88.89%,56.00% or more,88.89%,74.00% or more
2062,Plush SD 18,*,*,76.00% or more,*,9.00% or less,*,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1973,Port Orford-Langlois SD 2CJ,23,78.26%,76.00% or more,17.39%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2180,Portland SD 1J,6916,81.25%,76.00% or more,5.60%,9.00% or less,2.81%,1.70% or less,89.43%,95.00%,81.95%,95.00%,35.24%,95.00%,36.40%,26.86%,24.00%,15.52%,16.28%,26.12%,89.12%,95.00%,76.81%,95.00%,24.52%,95.00%,33.04%,19.71%,14.04%,9.18%,<5%,5.58%,88.50%,100.00%,75.49%,84.45%,21.05%,100.00%,60.00%,56.04%,52.63%,48.15%,63.16%,57.10%,40.00%,37.35%,37.14%,40.89%,31.58%,44.72%,21.24%,23.72%,30.29%,27.88%,30.87%,28.54%,18.65%,18.18%,23.43%,19.00%,18.85%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,82.42,80.00%,11.02%,12.52%,38.46%,32.00% or more,74.56%,56.00% or more,85.80%,74.00% or more
1967,Powers SD 31,20,80.00%,76.00% or more,10.00%,9.00% or less,0.00%,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2009,Prairie City SD 4,109,89.91%,76.00% or more,4.59%,9.00% or less,0.00%,1.70% or less,66.67%,95.00%,71.43%,95.00%,35.00%,95.00%,25.00%,26.86%,<5%,15.52%,14.29%,26.12%,66.67%,95.00%,64.29%,95.00%,36.84%,95.00%,37.50%,19.71%,<5%,9.18%,14.29%,5.58%,70.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,12.78%,23.72%,41.56%,27.88%,33.15%,28.54%,6.94%,18.18%,20.00%,19.00%,<5%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2045,Prospect SD 59,28,92.86%,76.00% or more,3.57%,9.00% or less,0.00%,1.70% or less,*,95.00%,85.71%,95.00%,*,95.00%,*,26.86%,<5%,15.52%,*,26.12%,*,95.00%,85.71%,95.00%,*,95.00%,*,19.71%,<5%,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,19.05%,27.88%,*,28.54%,*,18.18%,9.52%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1946,Rainier SD 13,155,56.13%,76.00% or more,16.77%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,75.00%,95.00%,>95%,95.00%,8.33%,26.86%,14.29%,15.52%,<5%,26.12%,>95%,95.00%,75.00%,95.00%,>95%,95.00%,<5%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,75.00%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,25.00%,23.72%,37.14%,27.88%,35.09%,28.54%,12.96%,18.18%,10.00%,19.00%,7.02%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,88.89,80.00%,11.11%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1977,Redmond SD 2J,881,81.16%,76.00% or more,7.04%,9.00% or less,0.23%,1.70% or less,76.92%,95.00%,53.62%,95.00%,17.72%,95.00%,13.16%,26.86%,12.90%,15.52%,8.33%,26.12%,75.00%,95.00%,49.28%,95.00%,15.19%,95.00%,16.22%,19.71%,6.90%,9.18%,<5%,5.58%,97.98%,100.00%,79.63%,84.45%,60.00%,100.00%,*,56.04%,33.33%,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,35.18%,23.72%,32.45%,27.88%,26.76%,28.54%,23.69%,18.18%,21.45%,19.00%,13.16%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,71.15,80.00%,25.96%,12.52%,4.55%,32.00% or more,77.27%,56.00% or more,90.91%,74.00% or more
2001,Reedsport SD 105,105,65.71%,76.00% or more,15.24%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,90.91%,95.00%,75.00%,95.00%,<5%,26.86%,10.00%,15.52%,<5%,26.12%,85.71%,95.00%,90.91%,95.00%,62.50%,95.00%,<5%,19.71%,<5%,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,23.26%,23.72%,21.91%,27.88%,26.92%,28.54%,16.67%,18.18%,6.38%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,50,80.00%,50.00%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2182,Reynolds SD 7,1565,68.75%,76.00% or more,9.01%,9.00% or less,4.54%,1.70% or less,91.41%,95.00%,88.65%,95.00%,76.09%,95.00%,8.11%,26.86%,5.26%,15.52%,15.15%,26.12%,90.63%,95.00%,86.52%,95.00%,63.74%,95.00%,8.04%,19.71%,<5%,9.18%,<5%,5.58%,95.51%,100.00%,90.48%,84.45%,30.00%,100.00%,<5%,56.04%,27.27%,48.15%,*,57.10%,*,37.35%,9.09%,40.89%,*,44.72%,14.56%,23.72%,19.05%,27.88%,23.24%,28.54%,6.23%,18.18%,9.34%,19.00%,9.17%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,>95,80.00%,0.00%,12.52%,28.57%,32.00% or more,85.71%,56.00% or more,85.71%,74.00% or more
1999,Riddle SD 70,66,62.12%,76.00% or more,12.12%,9.00% or less,1.52%,1.70% or less,*,95.00%,42.86%,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,28.57%,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,71.43%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,66.67,80.00%,33.33%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2188,Riverdale SD 51J,60,100.00%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,>95%,95.00%,*,95.00%,*,95.00%,85.71%,26.86%,*,15.52%,*,26.12%,85.71%,95.00%,*,95.00%,*,95.00%,66.67%,19.71%,*,9.18%,*,5.58%,100.00%,100.00%,92.86%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,9.03%,23.72%,*,27.88%,*,28.54%,<5%,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2044,Rogue River SD 35,148,81.76%,76.00% or more,8.11%,9.00% or less,0.00%,1.70% or less,92.31%,95.00%,63.64%,95.00%,66.67%,95.00%,25.00%,26.86%,14.29%,15.52%,<5%,26.12%,92.31%,95.00%,72.73%,95.00%,66.67%,95.00%,16.67%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,77.78%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,13.24%,23.72%,22.20%,27.88%,67.92%,28.54%,18.71%,18.18%,12.16%,19.00%,22.22%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,55.56,80.00%,44.44%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2142,Salem-Keizer SD 24J,6629,76.23%,76.00% or more,11.74%,9.00% or less,0.63%,1.70% or less,>95%,95.00%,94.26%,95.00%,71.36%,95.00%,16.90%,26.86%,12.34%,15.52%,16.10%,26.12%,94.39%,95.00%,92.82%,95.00%,64.09%,95.00%,12.75%,19.71%,5.82%,9.18%,<5%,5.58%,94.02%,100.00%,77.59%,84.45%,25.00%,100.00%,39.29%,56.04%,31.25%,48.15%,31.82%,57.10%,30.19%,37.35%,25.00%,40.89%,22.73%,44.72%,13.72%,23.72%,25.89%,27.88%,22.97%,28.54%,11.07%,18.18%,15.14%,19.00%,11.25%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,59.51,80.00%,26.32%,12.52%,13.52%,32.00% or more,59.44%,56.00% or more,66.76%,74.00% or more
2104,Santiam Canyon SD 129J,549,87.43%,76.00% or more,9.47%,9.00% or less,0.00%,1.70% or less,53.66%,95.00%,45.61%,95.00%,40.58%,95.00%,22.73%,26.86%,15.38%,15.52%,55.56%,26.12%,51.22%,95.00%,43.86%,95.00%,40.58%,95.00%,23.81%,19.71%,8.00%,9.18%,18.52%,5.58%,93.75%,100.00%,84.44%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,21.95%,23.72%,33.02%,27.88%,15.16%,28.54%,16.33%,18.18%,20.33%,19.00%,11.66%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,83.33,80.00%,4.17%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1944,Scappoose SD 1J,353,79.32%,76.00% or more,5.10%,9.00% or less,1.42%,1.70% or less,70.37%,95.00%,80.56%,95.00%,<5%,95.00%,5.88%,26.86%,17.24%,15.52%,*,26.12%,66.67%,95.00%,77.78%,95.00%,<5%,95.00%,18.75%,19.71%,<5%,9.18%,*,5.58%,100.00%,100.00%,75.86%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,40.05%,23.72%,26.66%,27.88%,*,28.54%,19.42%,18.18%,27.35%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,81.82,80.00%,18.18%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2103,Scio SD 95,275,93.09%,76.00% or more,3.64%,9.00% or less,0.00%,1.70% or less,83.33%,95.00%,82.76%,95.00%,32.00%,95.00%,20.00%,26.86%,<5%,15.52%,28.57%,26.12%,83.33%,95.00%,82.76%,95.00%,44.00%,95.00%,<5%,19.71%,17.39%,9.18%,10.00%,5.58%,100.00%,100.00%,88.46%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,33.54%,23.72%,45.33%,27.88%,30.49%,28.54%,45.67%,18.18%,8.72%,19.00%,17.13%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,66.67,80.00%,20.00%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
1935,Seaside SD 10,214,85.98%,76.00% or more,7.94%,9.00% or less,0.47%,1.70% or less,>95%,95.00%,>95%,95.00%,83.33%,95.00%,30.00%,26.86%,<5%,15.52%,<5%,26.12%,>95%,95.00%,92.86%,95.00%,83.33%,95.00%,20.00%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,*,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,12.11%,23.72%,17.12%,27.88%,40.00%,28.54%,20.00%,18.18%,7.41%,19.00%,9.09%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,84.21,80.00%,15.79%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2257,Sheridan SD 48J,135,82.96%,76.00% or more,8.15%,9.00% or less,2.96%,1.70% or less,80.00%,95.00%,71.43%,95.00%,70.00%,95.00%,<5%,26.86%,20.00%,15.52%,42.86%,26.12%,80.00%,95.00%,71.43%,95.00%,70.00%,95.00%,<5%,19.71%,6.67%,9.18%,<5%,5.58%,85.71%,100.00%,16.67%,84.45%,0.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,25.40%,23.72%,10.67%,27.88%,<5%,28.54%,14.06%,18.18%,<5%,19.00%,16.44%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,90.91,80.00%,9.09%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2195,Sherman County SD,41,78.05%,76.00% or more,19.51%,9.00% or less,0.00%,1.70% or less,87.50%,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,87.50%,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2244,Sherwood SD 88J,531,85.31%,76.00% or more,6.59%,9.00% or less,2.26%,1.70% or less,90.70%,95.00%,63.83%,95.00%,77.14%,95.00%,39.47%,26.86%,24.14%,15.52%,24.00%,26.12%,90.70%,95.00%,65.96%,95.00%,68.57%,95.00%,36.84%,19.71%,10.00%,9.18%,13.64%,5.58%,100.00%,100.00%,82.50%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,30.56%,23.72%,37.99%,27.88%,36.99%,28.54%,32.48%,18.18%,36.20%,19.00%,26.98%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,74.42,80.00%,13.95%,12.52%,43.75%,32.00% or more,81.25%,56.00% or more,81.25%,74.00% or more
2138,Silver Falls SD 4J,456,79.61%,76.00% or more,8.33%,9.00% or less,0.66%,1.70% or less,67.57%,95.00%,63.16%,95.00%,63.41%,95.00%,29.17%,26.86%,16.67%,15.52%,26.92%,26.12%,70.27%,95.00%,64.91%,95.00%,51.22%,95.00%,28.00%,19.71%,13.51%,9.18%,<5%,5.58%,100.00%,100.00%,63.33%,84.45%,37.50%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,26.10%,23.72%,39.80%,27.88%,28.11%,28.54%,14.26%,18.18%,19.68%,19.00%,18.85%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,86.11,80.00%,13.89%,12.52%,26.83%,32.00% or more,78.05%,56.00% or more,87.80%,74.00% or more
1978,Sisters SD 6,127,80.31%,76.00% or more,1.57%,9.00% or less,0.00%,1.70% or less,42.86%,95.00%,84.62%,95.00%,66.67%,95.00%,50.00%,26.86%,<5%,15.52%,<5%,26.12%,50.00%,95.00%,84.62%,95.00%,50.00%,95.00%,42.86%,19.71%,<5%,9.18%,*,5.58%,100.00%,100.00%,*,84.45%,66.67%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,26.71%,23.72%,48.91%,27.88%,60.87%,28.54%,10.56%,18.18%,28.26%,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,90,80.00%,0.00%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2096,Siuslaw SD 97J,173,69.36%,76.00% or more,13.87%,9.00% or less,0.00%,1.70% or less,63.64%,95.00%,86.96%,95.00%,>95%,95.00%,28.57%,26.86%,5.56%,15.52%,<5%,26.12%,72.73%,95.00%,78.26%,95.00%,>95%,95.00%,12.50%,19.71%,<5%,9.18%,<5%,5.58%,95.00%,100.00%,88.89%,84.45%,33.33%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,10.10%,23.72%,25.52%,27.88%,60.56%,28.54%,20.39%,18.18%,18.46%,19.00%,22.86%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,44.44,80.00%,44.44%,12.52%,0.00%,32.00% or more,36.36%,56.00% or more,45.45%,74.00% or more
2022,South Harney SD 33,*,*,76.00% or more,*,9.00% or less,*,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2087,South Lane SD 45J3,491,58.45%,76.00% or more,16.50%,9.00% or less,1.22%,1.70% or less,60.53%,95.00%,40.00%,95.00%,26.09%,95.00%,27.27%,26.86%,31.25%,15.52%,16.67%,26.12%,57.89%,95.00%,37.50%,95.00%,30.43%,95.00%,28.57%,19.71%,<5%,9.18%,7.14%,5.58%,92.98%,100.00%,81.82%,84.45%,100.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,11.42%,23.72%,17.26%,27.88%,39.74%,28.54%,10.35%,18.18%,22.83%,19.00%,11.04%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,43.06,80.00%,48.61%,12.52%,4.55%,32.00% or more,72.73%,56.00% or more,72.73%,74.00% or more
1994,South Umpqua SD 19,240,76.67%,76.00% or more,10.00%,9.00% or less,1.25%,1.70% or less,91.67%,95.00%,78.13%,95.00%,69.23%,95.00%,10.00%,26.86%,<5%,15.52%,<5%,26.12%,91.67%,95.00%,75.00%,95.00%,69.23%,95.00%,5.00%,19.71%,<5%,9.18%,<5%,5.58%,81.25%,100.00%,85.71%,84.45%,50.00%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,11.85%,23.72%,26.96%,27.88%,10.00%,28.54%,9.17%,18.18%,20.83%,19.00%,<5%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,52.63,80.00%,26.32%,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2225,South Wasco County SD 1,33,96.97%,76.00% or more,0.00%,9.00% or less,0.00%,1.70% or less,83.33%,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,83.33%,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,72.73%,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2247,Spray SD 1,*,*,76.00% or more,*,9.00% or less,*,1.70% or less,*,95.00%,*,95.00%,*,95.00%,*,26.86%,*,15.52%,*,26.12%,*,95.00%,*,95.00%,*,95.00%,*,19.71%,*,9.18%,*,5.58%,*,100.00%,*,84.45%,*,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,*,23.72%,*,27.88%,*,28.54%,*,18.18%,*,19.00%,*,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,*,80.00%,*,12.52%,*,32.00% or more,*,56.00% or more,*,74.00% or more
2083,Springfield SD 19,1641,72.15%,76.00% or more,9.93%,9.00% or less,2.68%,1.70% or less,77.88%,95.00%,76.13%,95.00%,29.00%,95.00%,19.54%,26.86%,5.41%,15.52%,<5%,26.12%,75.22%,95.00%,72.26%,95.00%,27.00%,95.00%,15.48%,19.71%,<5%,9.18%,<5%,5.58%,100.00%,100.00%,81.61%,84.45%,100.00%,100.00%,*,56.04%,28.57%,48.15%,*,57.10%,*,37.35%,14.29%,40.89%,*,44.72%,19.48%,23.72%,26.50%,27.88%,18.88%,28.54%,14.87%,18.18%,14.09%,19.00%,9.96%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,92.21,80.00%,2.60%,12.52%,13.89%,32.00% or more,61.11%,56.00% or more,75.00%,74.00% or more
1948,St Helens SD 502,453,72.85%,76.00% or more,14.57%,9.00% or less,0.22%,1.70% or less,78.79%,95.00%,65.63%,95.00%,46.15%,95.00%,13.64%,26.86%,<5%,15.52%,5.88%,26.12%,81.82%,95.00%,56.25%,95.00%,56.41%,95.00%,8.70%,19.71%,<5%,9.18%,<5%,5.58%,96.43%,100.00%,91.43%,84.45%,87.50%,100.00%,*,56.04%,*,48.15%,*,57.10%,*,37.35%,*,40.89%,*,44.72%,16.70%,23.72%,32.07%,27.88%,19.76%,28.54%,12.53%,18.18%,20.11%,19.00%,11.15%,19.76%,No ,62.00% or less,No ,0.00%,No ,0.00%,No ,0.00%,75.56,80.00%,20.00%,12.52%,6.67%,32.00% or more,73.33%,56.00% or more,83.33%,74.00% or more
