Institution ID,Institution Name,Total Student Count,LRE Students >80%,LRE Students >80% Target,LRE Students <40%,LRE Students <40% Target,LRE Students Separate Settings,LRE Students Separate Settings Target,Elementary School Participation ELA,Elementary School Participation ELA Target,Middle School Participation ELA,Middle School Participation ELA Target,High School Participation ELA,High School Participation ELA Target,Elementary School Meet/Exceed ELA,Elementary School Meet/Exceed ELA Target,Middle School Meet/Exceed ELA,Middle School Meet/Exceed ELA Target,High School Meet/Exceed ELA,High School Meet/Exceed ELA Target,Elementary School Participation Math,Elementary School Participation Math Target,Middle School Participation Math,Middle School Participation Math Target,High School Participation Math,High School Participation Math Target,Elementary School Meet/Exceed Math,Elementary School Meet/Exceed Math Target,Middle School Meet/Exceed Math,Middle School Meet/Exceed Math Target,High School Meet/Exceed Math,High School Meet/Exceed Math Target,Special Education Eligibility,Special Education Eligibility Target,Parent Involvement,Parent Involvement Target,Secondary Transition,Secondary Transition Target,Alternate Assessment Elementary ELA,Alternate Assessment Elementary ELA Target,Alternate Assessment Middle ELA,Alternate Assessment Middle ELA Target,Alternate Assessment High ELA,Alternate Assessment High School ELA Target,Alternate Assessment Elementary Math,Alternate Assessment Elementary Math Target,Alternate Assessment Middle Math,Alternate Assessment Middle Math Target,Alternate Assessment High Math,Alternate Assessment High School Math Target,Gap In Proficiency Elementary ELA,Gap In Proficiency Elementary ELA Target,Gap In Proficiency Middle ELA,Gap In Proficiency Middle ELA Target,Gap In Proficiency High School ELA,Gap In Proficiency High School ELA Target,Gap In Proficiency Elementary Math,Gap In Proficiency Elementary Math Target,Gap In Proficiency Middle Math,Gap In Proficiency Middle Math Target,Gap In Proficiency High School Math,Gap In Proficiency High School Math Target,IEP 4Yr Cohort Grad 18-19,IEP 4Yr Cohort Grad 18-19 Target,IEP Dropout 18-19,IEP Dropout 18-19 Target,Higher Ed,Higher Ed Target,Higher Ed/Employed,Higher Ed/Employed Target,Higher Ed/Training/Employed,Higher Ed/Training/Employed Target
2195,Sherman County SD,41,87.80%,77.00% or more,9.76%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,62.50%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2244,Sherwood SD 88J,555,88.83%,77.00% or more,4.86%,8.70% or less,1.80%,1.60% or less,92.86%,95.00%,79.63%,95.00%,84.62%,95.00%,35.14%,26.90%,20.00%,15.63%,25.00%,26.83%,92.86%,95.00%,75.93%,95.00%,84.62%,95.00%,35.14%,19.91%,15.79%,9.47%,<5%,5.85%,99.07%,100.00%,82.11%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,28.37%,23.44%,31.77%,26.94%,36.10%,28.04%,30.69%,17.18%,29.71%,18.00%,32.66%,18.76%,78.95,81.00%,13.16%,12.17%,57.14%,34% or more,71.43%,58% or more,78.57%,76% or more
2138,Silver Falls SD 4J,480,78.96%,77.00% or more,7.08%,8.70% or less,0.83%,1.60% or less,67.50%,95.00%,78.00%,95.00%,82.00%,95.00%,11.54%,26.90%,25.64%,15.63%,26.83%,26.83%,67.50%,95.00%,74.00%,95.00%,80.00%,95.00%,19.23%,19.91%,8.11%,9.47%,<5%,5.85%,97.85%,100.00%,63.33%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,35.23%,23.44%,30.52%,26.94%,37.83%,28.04%,18.27%,17.18%,30.78%,18.00%,29.24%,18.76%,90.7,81.00%,<5%,12.17%,32.26%,34% or more,90.32%,58% or more,90.32%,76% or more
1978,Sisters SD 6,147,82.99%,77.00% or more,1.36%,8.70% or less,0.00%,1.60% or less,37.50%,95.00%,>95%,95.00%,*,95.00%,*,26.90%,<5%,15.63%,*,26.83%,37.50%,95.00%,>95%,95.00%,*,95.00%,*,19.91%,<5%,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,57.14%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,46.15%,26.94%,*,28.04%,*,17.18%,30.38%,18.00%,*,18.76%,92.86,81.00%,7.14%,12.17%,*,34% or more,*,58% or more,*,76% or more
2096,Siuslaw SD 97J,196,73.47%,77.00% or more,13.27%,8.70% or less,0.00%,1.60% or less,>95%,95.00%,94.74%,95.00%,*,95.00%,13.33%,26.90%,6.67%,15.63%,*,26.83%,>95%,95.00%,89.47%,95.00%,*,95.00%,13.33%,19.91%,<5%,9.47%,*,5.85%,100.00%,100.00%,88.89%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,28.51%,23.44%,<5%,26.94%,*,28.04%,27.49%,17.18%,7.69%,18.00%,*,18.76%,25,81.00%,50.00%,12.17%,28.57%,34% or more,71.43%,58% or more,71.43%,76% or more
2022,South Harney SD 33,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2087,South Lane SD 45J3,508,63.78%,77.00% or more,13.58%,8.70% or less,0.98%,1.60% or less,60.00%,95.00%,52.94%,95.00%,46.81%,95.00%,18.18%,26.90%,<5%,15.63%,9.09%,26.83%,57.50%,95.00%,50.00%,95.00%,44.68%,95.00%,14.29%,19.91%,<5%,9.47%,<5%,5.85%,100.00%,100.00%,81.82%,85.34%,50.00%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,15.55%,23.44%,34.59%,26.94%,25.00%,28.04%,18.84%,17.18%,7.52%,18.00%,13.08%,18.76%,75,81.00%,25.00%,12.17%,17.24%,34% or more,72.41%,58% or more,72.41%,76% or more
1994,South Umpqua SD 19,226,79.20%,77.00% or more,11.06%,8.70% or less,0.88%,1.60% or less,90.91%,95.00%,82.61%,95.00%,83.33%,95.00%,<5%,26.90%,<5%,15.63%,*,26.83%,90.91%,95.00%,82.61%,95.00%,81.82%,95.00%,20.00%,19.91%,<5%,9.47%,*,5.85%,100.00%,100.00%,85.71%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,22.66%,23.44%,22.47%,26.94%,*,28.04%,5.00%,17.18%,10.81%,18.00%,*,18.76%,58.33,81.00%,25.00%,12.17%,*,34% or more,*,58% or more,*,76% or more
2225,South Wasco County SD 1,45,86.67%,77.00% or more,4.44%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,88.89%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2247,Spray SD 1,6,83.33%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2083,Springfield SD 19,1576,72.84%,77.00% or more,9.64%,8.70% or less,2.66%,1.60% or less,79.86%,95.00%,78.23%,95.00%,62.38%,95.00%,25.45%,26.90%,7.53%,15.63%,7.94%,26.83%,75.69%,95.00%,74.19%,95.00%,53.47%,95.00%,19.23%,19.91%,<5%,9.47%,<5%,5.85%,98.91%,100.00%,81.61%,85.34%,62.50%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,13.24%,23.44%,25.75%,26.94%,21.87%,28.04%,9.87%,17.18%,15.55%,18.00%,12.01%,18.76%,87.5,81.00%,<5%,12.17%,15.00%,34% or more,68.33%,58% or more,81.67%,76% or more
1948,St Helens SD 502,493,71.40%,77.00% or more,16.23%,8.70% or less,0.41%,1.60% or less,87.80%,95.00%,75.68%,95.00%,73.91%,95.00%,20.00%,26.90%,<5%,15.63%,<5%,26.83%,87.80%,95.00%,70.27%,95.00%,73.91%,95.00%,20.00%,19.91%,<5%,9.47%,<5%,5.85%,96.97%,100.00%,73.08%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,13.13%,23.44%,29.49%,26.94%,18.03%,28.04%,5.00%,17.18%,14.15%,18.00%,7.38%,18.76%,67.5,81.00%,25.00%,12.17%,10.81%,34% or more,78.38%,58% or more,86.49%,76% or more
2144,St Paul SD 45,28,67.86%,77.00% or more,7.14%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2209,Stanfield SD 61,71,87.32%,77.00% or more,1.41%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2018,Suntex SD 10,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2003,Sutherlin SD 130,227,75.33%,77.00% or more,6.17%,8.70% or less,1.32%,1.60% or less,89.47%,95.00%,54.55%,95.00%,91.67%,95.00%,11.76%,26.90%,*,15.63%,<5%,26.83%,89.47%,95.00%,54.55%,95.00%,91.67%,95.00%,17.65%,19.91%,*,9.47%,<5%,5.85%,100.00%,100.00%,80.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,17.65%,23.44%,*,26.94%,50.65%,28.04%,13.72%,17.18%,*,18.00%,25.00%,18.76%,*,81.00%,*,12.17%,14.29%,34% or more,85.71%,58% or more,100.00%,76% or more
2102,Sweet Home SD 55,427,77.28%,77.00% or more,13.11%,8.70% or less,0.23%,1.60% or less,92.31%,95.00%,>95%,95.00%,83.78%,95.00%,22.73%,26.90%,11.11%,15.63%,10.34%,26.83%,>95%,95.00%,>95%,95.00%,81.08%,95.00%,13.04%,19.91%,7.69%,9.47%,<5%,5.85%,98.46%,100.00%,66.67%,85.34%,11.11%,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,12.27%,23.44%,20.25%,26.94%,21.48%,28.04%,18.41%,17.18%,15.20%,18.00%,<5%,18.76%,50,81.00%,50.00%,12.17%,0.00%,34% or more,38.89%,58% or more,38.89%,76% or more
2055,Three Rivers/Josephine County SD,617,74.39%,77.00% or more,8.27%,8.70% or less,0.32%,1.60% or less,93.94%,95.00%,90.48%,95.00%,93.62%,95.00%,15.79%,26.90%,<5%,15.63%,6.98%,26.83%,93.94%,95.00%,90.48%,95.00%,91.49%,95.00%,8.77%,19.91%,<5%,9.47%,<5%,5.85%,100.00%,100.00%,62.50%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,20.20%,23.44%,34.30%,26.94%,30.60%,28.04%,23.97%,17.18%,13.09%,18.00%,8.85%,18.76%,63.04,81.00%,32.61%,12.17%,4.55%,34% or more,72.73%,58% or more,81.82%,76% or more
2242,Tigard-Tualatin SD 23J,1364,74.85%,77.00% or more,5.87%,8.70% or less,1.61%,1.60% or less,89.06%,95.00%,81.97%,95.00%,45.63%,95.00%,12.12%,26.90%,12.36%,15.63%,10.64%,26.83%,89.06%,95.00%,82.79%,95.00%,46.60%,95.00%,16.16%,19.91%,12.22%,9.47%,<5%,5.85%,100.00%,100.00%,78.16%,85.34%,*,100.00%,13.33%,63.17%,36.36%,54.79%,*,60.38%,6.67%,44.12%,45.45%,44.13%,*,46.26%,36.51%,23.44%,30.25%,26.94%,25.95%,28.04%,29.75%,17.18%,16.26%,18.00%,20.26%,18.76%,66.1,81.00%,16.10%,12.17%,22.54%,34% or more,66.20%,58% or more,74.65%,76% or more
2197,Tillamook SD 9,323,69.66%,77.00% or more,8.67%,8.70% or less,0.31%,1.60% or less,82.14%,95.00%,94.74%,95.00%,25.00%,95.00%,8.70%,26.90%,<5%,15.63%,*,26.83%,82.14%,95.00%,92.11%,95.00%,16.67%,95.00%,8.70%,19.91%,<5%,9.47%,*,5.85%,100.00%,100.00%,46.15%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,15.61%,23.44%,36.17%,26.94%,*,28.04%,17.87%,17.18%,24.09%,18.00%,*,18.76%,69.7,81.00%,27.27%,12.17%,5.26%,34% or more,73.68%,58% or more,78.95%,76% or more
2222,Troy SD 54,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2210,Ukiah SD 80R,*,*,77.00% or more,*,8.70% or less,*,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2204,Umatilla SD 6R,144,86.81%,77.00% or more,11.81%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,83.33%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,58.33,81.00%,25.00%,12.17%,*,34% or more,*,58% or more,*,76% or more
2213,Union SD 5,59,88.14%,77.00% or more,3.39%,8.70% or less,0.00%,1.60% or less,*,95.00%,60.00%,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,50.00%,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2116,Vale SD 84,130,85.38%,77.00% or more,3.85%,8.70% or less,0.00%,1.60% or less,91.30%,95.00%,*,95.00%,*,95.00%,35.00%,26.90%,*,15.63%,*,26.83%,91.30%,95.00%,*,95.00%,*,95.00%,25.00%,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,86.67%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,8.75%,23.44%,*,26.94%,*,28.04%,20.83%,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1947,Vernonia SD 47J,76,78.95%,77.00% or more,3.95%,8.70% or less,2.63%,1.60% or less,90.91%,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,>95%,95.00%,*,95.00%,*,95.00%,10.00%,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,9.15%,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2220,Wallowa SD 12,30,100.00%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,>95%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
1936,Warrenton-Hammond SD 30,141,76.60%,77.00% or more,14.89%,8.70% or less,0.00%,1.60% or less,90.00%,95.00%,50.00%,95.00%,80.00%,95.00%,*,26.90%,*,15.63%,*,26.83%,90.00%,95.00%,50.00%,95.00%,70.00%,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,80.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,83.33,81.00%,16.67%,12.17%,8.33%,34% or more,58.33%,58% or more,75.00%,76% or more
1922,West Linn-Wilsonville SD 3J,1088,95.22%,77.00% or more,0.55%,8.70% or less,0.64%,1.60% or less,90.83%,95.00%,83.50%,95.00%,74.07%,95.00%,38.71%,26.90%,24.10%,15.63%,31.58%,26.83%,89.91%,95.00%,81.55%,95.00%,57.50%,95.00%,34.78%,19.91%,17.28%,9.47%,16.28%,5.85%,100.00%,100.00%,77.36%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,22.51%,23.44%,35.13%,26.94%,36.55%,28.04%,22.73%,17.18%,23.55%,18.00%,25.50%,18.76%,85.71,81.00%,<5%,12.17%,39.39%,34% or more,75.76%,58% or more,75.76%,76% or more
2255,Willamina SD 30J,124,91.94%,77.00% or more,3.23%,8.70% or less,0.00%,1.60% or less,86.67%,95.00%,63.16%,95.00%,69.23%,95.00%,30.77%,26.90%,<5%,15.63%,*,26.83%,86.67%,95.00%,63.16%,95.00%,76.92%,95.00%,38.46%,19.91%,<5%,9.47%,*,5.85%,96.43%,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,<5%,23.44%,19.64%,26.94%,*,28.04%,<5%,17.18%,<5%,18.00%,*,18.76%,>95,81.00%,<5%,12.17%,*,34% or more,*,58% or more,*,76% or more
2002,Winston-Dillard SD 116,235,66.38%,77.00% or more,12.34%,8.70% or less,0.85%,1.60% or less,82.35%,95.00%,94.12%,95.00%,72.22%,95.00%,<5%,26.90%,<5%,15.63%,7.69%,26.83%,76.47%,95.00%,88.24%,95.00%,83.33%,95.00%,9.09%,19.91%,<5%,9.47%,6.67%,5.85%,100.00%,100.00%,68.57%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,21.62%,23.44%,25.00%,26.94%,19.04%,28.04%,18.45%,17.18%,7.23%,18.00%,<5%,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
2146,Woodburn SD 103,783,84.16%,77.00% or more,7.15%,8.70% or less,1.02%,1.60% or less,>95%,95.00%,>95%,95.00%,89.19%,95.00%,<5%,26.90%,5.66%,15.63%,13.56%,26.83%,>95%,95.00%,>95%,95.00%,87.84%,95.00%,<5%,19.91%,<5%,9.47%,<5%,5.85%,100.00%,100.00%,87.10%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,11.18%,23.44%,16.06%,26.94%,30.36%,28.04%,9.58%,17.18%,7.95%,18.00%,6.04%,18.76%,68.25,81.00%,20.63%,12.17%,23.40%,34% or more,65.96%,58% or more,76.60%,76% or more
2251,Yamhill Carlton SD 1,153,77.12%,77.00% or more,5.23%,8.70% or less,2.61%,1.60% or less,50.00%,95.00%,80.00%,95.00%,61.54%,95.00%,*,26.90%,*,15.63%,*,26.83%,58.33%,95.00%,50.00%,95.00%,53.85%,95.00%,*,19.91%,*,9.47%,*,5.85%,100.00%,100.00%,85.00%,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,77.78,81.00%,16.67%,12.17%,*,34% or more,*,58% or more,*,76% or more
1997,Yoncalla SD 32,42,92.86%,77.00% or more,0.00%,8.70% or less,0.00%,1.60% or less,*,95.00%,*,95.00%,*,95.00%,*,26.90%,*,15.63%,*,26.83%,*,95.00%,*,95.00%,*,95.00%,*,19.91%,*,9.47%,*,5.85%,*,100.00%,*,85.34%,*,100.00%,*,63.17%,*,54.79%,*,60.38%,*,44.12%,*,44.13%,*,46.26%,*,23.44%,*,26.94%,*,28.04%,*,17.18%,*,18.00%,*,18.76%,*,81.00%,*,12.17%,*,34% or more,*,58% or more,*,76% or more
